Id|Precinct|For|Against|Totals|TabName
111|Savannah-Alexis|323|257|580|Butler
112|Summit-Reading|202|123|325|Butler
113|Franklin-Bone Creek|172|93|265|Butler
114|Oak Creek-Center|183|152|335|Butler
115|Union-Olive|118|118|236|Butler
116|Read-Ulysses|134|118|252|Butler
117|Plum Creek-Richardson|173|125|298|Butler
118|First Ward|187|152|339|Butler
119|Second Ward|219|149|368|Butler
120|Third Ward|262|172|434|Butler
121|Tipton|667|456|1123|Cass
122|McKelverly|118|120|238|Cass
123|Salt Creek|266|194|460|Cass
124|Stove Creek|281|244|525|Cass
125|Murdock|204|146|350|Cass
126|South Bend|319|242|561|Cass
127|Buccaneer Bay|505|320|825|Cass
128|Center|159|139|298|Cass
129|East Louisville|273|199|472|Cass
130|West Louisville|277|309|586|Cass
131|Avoca|132|121|253|Cass
132|Mount Pleasant|69|58|127|Cass
133|Eight Mile Grove|346|280|626|Cass
134|Nehawka|90|79|169|Cass
135|Liberty|214|118|332|Cass
136|North Rock Bluff|343|255|598|Cass
137|South Rock Bluff|626|400|1026|Cass
138|West Rock Bluff|187|147|334|Cass
139|North Plattsmouth|297|216|513|Cass
140|South Plattsmouth|422|336|758|Cass
141|Weeping Water 1st Ward|162|110|272|Cass
142|Weeping Water 2nd Ward|176|106|282|Cass
143|1st Ward - 1st Precinct|248|100|348|Cass
144|1st Ward - 2nd Precinct|180|138|318|Cass
145|2nd Ward - 1st Precinct|220|144|364|Cass
146|2nd Ward - 2nd Precinct|218|107|325|Cass
147|3rd Ward - 1st Precinct|212|143|355|Cass
148|3rd Ward - 2nd Precinct|190|123|313|Cass
149|4th Ward - 1st Precinct|148|90|238|Cass
150|4th Ward - 2nd Precinct|206|140|346|Cass
151|Precinct 1 (1)|100|80|180|Cedar
152|Precinct 2 (2-3)|193|186|379|Cedar
153|Precicnt 3 (4)|85|89|174|Cedar
154|Precicnt 4 (5-6-7)|202|169|371|Cedar
155|Precinct 5 (13-14)|83|63|146|Cedar
156|Precinct 6 (8-9)|558|470|1028|Cedar
157|Precicnt 7 (9A)|51|43|94|Cedar
158|Precinct 8 (10-11-12)|126|105|231|Cedar
159|Precinct 9 (15-16)|227|186|413|Cedar
160|Precicnt 10 (17-18)|55|81|136|Cedar
161|Precinct 11 (19)|285|209|494|Cedar
162|Precinct 12 (20)|65|52|117|Cedar
163|Precicnt 13 (21)|343|250|593|Cedar
164|Champion/Lamar|118|148|266|Chase
165|Imperial East|148|145|293|Chase
166|Imperial West|284|245|529|Chase
167|Imperial Rural|143|172|315|Chase
168|Wauneta|188|155|343|Chase
169|Barley|9|20|29|Cherry
170|Cleveland|29|33|62|Cherry
171|Cody|118|63|181|Cherry
172|Crookston|59|54|113|Cherry
173|Gillaspie|6|14|20|Cherry
174|Goose Creek|24|50|74|Cherry
175|Kennedy|9|12|21|Cherry
176|Kilgore|33|33|66|Cherry
177|King|6|12|18|Cherry
178|Lackey|20|30|50|Cherry
179|Loup|50|73|123|Cherry
180|Merriman|73|45|118|Cherry
181|Mother Lake|16|17|33|Cherry
182|Nenzel|18|9|27|Cherry
183|Russell|17|6|23|Cherry
184|Valentine East|292|281|573|Cherry
185|Valentine North|380|282|662|Cherry
186|Valentine South|195|192|387|Cherry
187|Wells|29|43|72|Cherry
188|Wood Lake|37|46|83|Cherry
189|Sidney 1|279|221|500|Cheyenne
190|Sidney 2|379|270|649|Cheyenne
191|Sidney 3|325|199|524|Cheyenne
192|Sidney 4|269|259|528|Cheyenne
193|Sidney 5|524|394|918|Cheyenne
194|Gurley|122|148|270|Cheyenne
195|Lodgepole|201|168|369|Cheyenne
196|Potter|127|168|295|Cheyenne
197|Union Valley|137|117|254|Cheyenne
198|Harvard Cons.|271|189|460|Clay
199|Inland Leicester|118|103|221|Clay
200|Sutton 1st|218|178|396|Clay
201|Sutton 2nd|179|183|362|Clay
202|Sutton Twps|125|119|244|Clay
203|Glenvil|104|92|196|Clay
204|Spring Ranch FF 2nd|94|99|193|Clay
205|Fairfield 1st|110|74|184|Clay
206|Edgar Cons.|218|127|345|Clay
207|Clay Center City|205|178|383|Clay
208|LLLM Cons.|120|105|225|Clay
209|Schuyler 1|318|237|555|Colfax
210|Schuyler 2|472|335|807|Colfax
211|Schuyler 3|397|290|687|Colfax
212|Clarkson 4|413|290|703|Colfax
213|Howells 5|255|185|440|Colfax
433|Nickerson/Maple Townships|248|233|481|Dodge
434|City of Hooper|269|153|422|Dodge
435|Hooper/Logan Townships|225|176|401|Dodge
436|Elkhorn Township|105|79|184|Dodge
437|Union/Cott/Ridg/PV Townships|283|251|534|Dodge
438|(Countywide) Burt County PPD|0|0|0|Dodge
439|(Countywide) Cuming PPD|0|0|0|Dodge
440|01-02|719|415|1134|Douglas
441|01-03|590|283|873|Douglas
442|01-04|725|298|1023|Douglas
443|01-05|736|322|1058|Douglas
444|01-07|916|359|1275|Douglas
445|01-08|883|323|1206|Douglas
446|01-09|633|254|887|Douglas
447|01-10|359|193|552|Douglas
448|01-11|675|289|964|Douglas
449|01-12|78|36|114|Douglas
450|01-13|914|440|1354|Douglas
451|01-14|1178|402|1580|Douglas
452|01-15|1029|428|1457|Douglas
453|01-16|580|297|877|Douglas
454|01-17|853|284|1137|Douglas
455|01-18|1155|405|1560|Douglas
456|01-19|828|386|1214|Douglas
457|01-20|708|298|1006|Douglas
458|01-21|787|356|1143|Douglas
459|01-22|675|316|991|Douglas
460|01-23|667|300|967|Douglas
461|01-24|679|281|960|Douglas
462|01-25|569|257|826|Douglas
463|01-26|681|213|894|Douglas
307|BCN|224|172|396|Cuming
308|BL|246|159|405|Cuming
309|SSGC|309|226|535|Cuming
310|SW4|237|207|444|Cuming
311|WP2|310|191|501|Cuming
312|BGW|374|315|689|Cuming
313|WP1&3|449|279|728|Cuming
314|MASON CITY|111|83|194|Custer
315|ARNOLD|206|182|388|Custer
316|ANSLEY/M/W|189|202|391|Custer
317|BROKEN BOW NORTH|89|71|160|Custer
318|BROKEN BOW NORTH RURAL|119|111|230|Custer
319|BROKEN BOW SOUTH|315|247|562|Custer
320|BROKEN BOW SOUTHWEST|124|110|234|Custer
321|BERWYN|60|63|123|Custer
322|CUSTER|32|20|52|Custer
323|EAST CUSTER|11|13|24|Custer
324|MERNA COMMUNITY BLDG|162|187|349|Custer
325|COMSTOCK/DG/SC|66|59|125|Custer
326|DELIGHT|185|149|334|Custer
327|ELIM|36|24|60|Custer
328|TRIUMPH|33|31|64|Custer
329|GAR/LIL/MIL|59|77|136|Custer
330|GRANT|12|9|21|Custer
331|LOUP|29|42|71|Custer
332|SARGENT RUR/C/WU|62|56|118|Custer
333|SARGENT VILLAGE|132|119|251|Custer
334|RYNO|22|30|52|Custer
335|ANSELMO|98|111|209|Custer
336|WOODRIVER|89|63|152|Custer
337|WAYNE|40|31|71|Custer
338|BROKEN BOW NORTHWEST|254|212|466|Custer
339|BROKEN BOW SOUTH RURAL|91|96|187|Custer
340|SARGENT VILLAGE|0|0|0|Custer
341|RYNO|0|0|0|Custer
342|ANSELMO|0|0|0|Custer
343|WOODRIVER|0|0|0|Custer
344|WAYNE|0|0|0|Custer
345|BB NORTHWEST|0|0|0|Custer
346|BB SOUTH RURAL|0|0|0|Custer
347|01 - SSC Ward 1|238|172|410|Dakota
348|02 - SSC Ward 2|425|278|703|Dakota
349|03 - SSC Ward 3|425|240|665|Dakota
350|04 - SSC Ward 4A|246|158|404|Dakota
351|05 - SSC Ward 4AA|221|118|339|Dakota
352|06 - SSC Ward 4B|381|251|632|Dakota
353|07 - Covington Island|433|306|739|Dakota
354|08 - Dakota City|385|199|584|Dakota
355|09 - Dakota Rural|139|93|232|Dakota
356|10 - Emerson|104|83|187|Dakota
357|11 - Hubbard|113|117|230|Dakota
358|12 - Omadi|244|186|430|Dakota
359|13 - St. Johns|209|189|398|Dakota
360|Precinct 1|130|84|214|Dawes
361|Precinct 2|337|235|572|Dawes
362|Precinct 3|300|178|478|Dawes
363|Precinct 4|218|181|399|Dawes
364|Precinct 5|205|121|326|Dawes
365|Precinct 6|194|205|399|Dawes
366|Precinct 7|113|110|223|Dawes
367|Precinct 8|177|186|363|Dawes
368|Precinct 9|68|71|139|Dawes
369|Precinct 10|211|199|410|Dawes
370|Precinct 11|140|122|262|Dawes
371|Coyote|129|78|207|Dawson
372|Cozad East|438|292|730|Dawson
373|Cozad West|424|276|700|Dawson
374|Fairview|67|60|127|Dawson
375|Farnam|64|52|116|Dawson
376|German|73|73|146|Dawson
377|Gillan|126|117|243|Dawson
378|Gothenburg East|501|314|815|Dawson
379|Gothenburg West|466|323|789|Dawson
380|Grant|132|103|235|Dawson
381|Kennebec|39|31|70|Dawson
382|Lexington 1st|230|150|380|Dawson
383|Lexington 2nd|390|249|639|Dawson
384|Lexington 3rd|427|299|726|Dawson
385|Lexington 4th|141|86|227|Dawson
386|Lexington 5th|307|194|501|Dawson
387|Overton|276|222|498|Dawson
388|Platte|183|153|336|Dawson
389|Ringgold|96|96|192|Dawson
390|Woodriver|134|84|218|Dawson
391|Chappell|152|140|292|Deuel
392|Swan|135|143|278|Deuel
393|Big Springs|181|139|320|Deuel
394|Logan-Wakefield 3|97|112|209|Dixon
395|Concord-Dixon-Clark|169|120|289|Dixon
396|Daily-Hooker-Newcastle|212|182|394|Dixon
397|Wakefield 1|124|85|209|Dixon
398|Wakefield 2|85|52|137|Dixon
399|Springbank|166|132|298|Dixon
400|Galena-Silvercreek|98|122|220|Dixon
401|Emerson|119|81|200|Dixon
402|Ottercreek|50|66|116|Dixon
403|Ponca Township|127|121|248|Dixon
404|Ponca 1|140|75|215|Dixon
405|Ponca 2|139|90|229|Dixon
406|Fremont 1A|378|285|663|Dodge
407|Fremont 1B|339|236|575|Dodge
408|Fremont 1C|444|327|771|Dodge
409|Fremont 1D|264|156|420|Dodge
410|Fremont 1E|385|286|671|Dodge
411|Fremont 2A|250|157|407|Dodge
412|Fremont 2B|259|150|409|Dodge
413|Fremont 2C|474|321|795|Dodge
414|Fremont 2D|181|102|283|Dodge
415|Fremont 2E|298|196|494|Dodge
416|Fremont 3A|186|121|307|Dodge
417|Fremont 3B|111|83|194|Dodge
418|Fremont 3C|213|122|335|Dodge
419|Fremont 3D|284|221|505|Dodge
420|Fremont 3E|347|190|537|Dodge
421|Fremont 4A|314|246|560|Dodge
422|Fremont 4B|240|172|412|Dodge
423|Fremont 4C|445|317|762|Dodge
424|Fremont 4D|480|365|845|Dodge
425|Fremont 4E|137|115|252|Dodge
426|City of North Bend|344|192|536|Dodge
427|City of Scribner|226|169|395|Dodge
428|Cuming/Everett Townships|132|87|219|Dodge
429|Webster Township|200|152|352|Dodge
430|Pebble Township|116|95|211|Dodge
431|Platte East|161|103|264|Dodge
432|Platte West|337|294|631|Dodge
464|01-27|652|308|960|Douglas
465|01-28|661|350|1011|Douglas
466|01-29|649|303|952|Douglas
467|01-30|749|324|1073|Douglas
468|01-31|846|397|1243|Douglas
469|02-01|540|247|787|Douglas
470|02-02|607|260|867|Douglas
471|02-03|803|351|1154|Douglas
472|02-04|454|200|654|Douglas
473|02-05|419|161|580|Douglas
474|02-06|451|203|654|Douglas
475|02-07|469|203|672|Douglas
476|02-08|476|178|654|Douglas
477|02-09|540|163|703|Douglas
478|02-10|472|176|648|Douglas
479|02-11|634|258|892|Douglas
480|02-12|738|267|1005|Douglas
481|02-13|418|148|566|Douglas
482|02-14|751|273|1024|Douglas
483|02-15|695|264|959|Douglas
484|02-16|545|199|744|Douglas
485|02-17|620|243|863|Douglas
486|02-18|281|111|392|Douglas
487|02-19|469|204|673|Douglas
488|02-20|442|177|619|Douglas
489|02-21|478|160|638|Douglas
490|02-22|396|163|559|Douglas
491|02-23|459|220|679|Douglas
492|02-24|600|261|861|Douglas
493|02-25|764|324|1088|Douglas
494|03-02|817|312|1129|Douglas
495|03-03|891|295|1186|Douglas
496|03-04|396|162|558|Douglas
497|03-05|722|279|1001|Douglas
498|03-06|739|241|980|Douglas
499|03-07|1042|318|1360|Douglas
500|03-08|760|313|1073|Douglas
501|03-09|940|371|1311|Douglas
502|03-10|477|173|650|Douglas
503|03-11|351|166|517|Douglas
504|03-12|650|293|943|Douglas
505|03-13|716|272|988|Douglas
506|03-14|816|361|1177|Douglas
507|03-15|907|346|1253|Douglas
508|03-16|740|237|977|Douglas
509|03-17|749|319|1068|Douglas
510|03-18|745|262|1007|Douglas
511|03-19|855|322|1177|Douglas
512|03-20|1003|389|1392|Douglas
513|03-21|851|284|1135|Douglas
514|03-22|404|207|611|Douglas
515|03-23|787|338|1125|Douglas
516|03-24|683|251|934|Douglas
517|03-25|709|313|1022|Douglas
518|03-26|734|343|1077|Douglas
519|04-01|315|133|448|Douglas
520|04-02|571|268|839|Douglas
521|04-03|514|235|749|Douglas
522|04-04|663|337|1000|Douglas
523|04-05|831|453|1284|Douglas
524|04-06|675|305|980|Douglas
525|04-07|501|289|790|Douglas
526|04-08|683|336|1019|Douglas
527|04-09|351|194|545|Douglas
528|04-10|555|266|821|Douglas
529|04-11|605|370|975|Douglas
530|04-12|636|369|1005|Douglas
531|04-13|585|300|885|Douglas
532|04-14|322|166|488|Douglas
533|04-15|621|280|901|Douglas
534|04-16|624|313|937|Douglas
535|04-17|432|233|665|Douglas
536|04-18|430|196|626|Douglas
537|04-19|644|286|930|Douglas
538|04-20|526|354|880|Douglas
539|04-21|835|347|1182|Douglas
540|05-01|820|408|1228|Douglas
541|05-02|899|387|1286|Douglas
542|05-03|873|450|1323|Douglas
543|05-05|659|283|942|Douglas
544|05-06|573|277|850|Douglas
545|05-07|1045|530|1575|Douglas
546|05-09|760|446|1206|Douglas
547|05-10|775|359|1134|Douglas
548|05-11|848|451|1299|Douglas
549|05-12|810|408|1218|Douglas
550|05-13|1019|531|1550|Douglas
551|05-14|851|437|1288|Douglas
552|05-15|802|422|1224|Douglas
553|05-16|765|381|1146|Douglas
554|05-17|877|463|1340|Douglas
555|05-18|857|446|1303|Douglas
556|05-19|603|388|991|Douglas
557|05-23|781|395|1176|Douglas
558|05-24|761|362|1123|Douglas
559|05-25|876|473|1349|Douglas
560|05-26|524|257|781|Douglas
561|05-27|557|357|914|Douglas
562|05-28|647|372|1019|Douglas
563|05-30|815|483|1298|Douglas
564|05-31|810|452|1262|Douglas
565|05-32|487|282|769|Douglas
566|05-33|240|107|347|Douglas
567|05-34|355|149|504|Douglas
568|05-35|964|506|1470|Douglas
569|05-36|748|402|1150|Douglas
570|06-02|759|366|1125|Douglas
571|06-03|717|401|1118|Douglas
572|06-04|772|365|1137|Douglas
573|06-07|806|335|1141|Douglas
574|06-08|873|408|1281|Douglas
575|06-09|893|419|1312|Douglas
576|06-10|887|446|1333|Douglas
577|06-11|990|446|1436|Douglas
578|06-12|677|349|1026|Douglas
579|06-13|1023|541|1564|Douglas
580|06-14|921|479|1400|Douglas
581|06-15|714|332|1046|Douglas
582|06-16|836|468|1304|Douglas
583|06-17|678|324|1002|Douglas
584|06-18|250|107|357|Douglas
585|06-19|795|505|1300|Douglas
586|06-20|796|446|1242|Douglas
587|06-21|807|441|1248|Douglas
588|06-22|957|588|1545|Douglas
589|06-23|493|289|782|Douglas
590|06-24|766|458|1224|Douglas
591|06-25|698|360|1058|Douglas
592|06-26|686|335|1021|Douglas
593|06-27|698|360|1058|Douglas
594|06-28|822|419|1241|Douglas
595|06-29|631|351|982|Douglas
596|06-30|395|255|650|Douglas
597|06-31|779|432|1211|Douglas
598|06-32|919|547|1466|Douglas
599|06-33|886|542|1428|Douglas
600|06-34|1026|517|1543|Douglas
601|06-35|485|258|743|Douglas
602|06-36|565|311|876|Douglas
603|07-01|753|388|1141|Douglas
604|07-02|882|441|1323|Douglas
605|07-03|870|363|1233|Douglas
606|07-04|862|416|1278|Douglas
607|07-05|912|350|1262|Douglas
608|07-09|841|369|1210|Douglas
609|07-10|846|391|1237|Douglas
610|07-11|822|401|1223|Douglas
611|07-12|859|421|1280|Douglas
612|07-13|838|484|1322|Douglas
613|07-14|816|467|1283|Douglas
614|07-15|711|310|1021|Douglas
615|07-16|659|338|997|Douglas
616|07-17|736|394|1130|Douglas
617|07-18|850|358|1208|Douglas
618|07-19|907|392|1299|Douglas
619|07-20|846|442|1288|Douglas
620|07-21|909|492|1401|Douglas
621|07-24|743|372|1115|Douglas
622|07-25|860|391|1251|Douglas
623|07-26|841|388|1229|Douglas
624|07-27|769|411|1180|Douglas
625|07-28|450|219|669|Douglas
626|07-29|736|365|1101|Douglas
627|07-30|726|378|1104|Douglas
628|07-31|709|331|1040|Douglas
629|07-32|837|406|1243|Douglas
630|07-33|554|253|807|Douglas
631|07-34|714|370|1084|Douglas
632|07-35|794|343|1137|Douglas
633|08-01|391|197|588|Douglas
634|08-02|286|129|415|Douglas
635|08-03|294|151|445|Douglas
636|08-04|374|223|597|Douglas
637|08-05|312|164|476|Douglas
638|08-06|243|160|403|Douglas
639|08-07|439|262|701|Douglas
640|08-08|233|171|404|Douglas
641|08-09|408|266|674|Douglas
642|08-10|88|51|139|Douglas
643|08-11|728|291|1019|Douglas
644|08-12|1041|525|1566|Douglas
645|08-13|819|559|1378|Douglas
646|08-14|558|375|933|Douglas
647|08-15|865|473|1338|Douglas
648|08-16|906|513|1419|Douglas
649|08-17|898|428|1326|Douglas
650|08-19|673|326|999|Douglas
651|08-20|917|454|1371|Douglas
652|08-23|572|312|884|Douglas
653|08-24|621|356|977|Douglas
654|08-27|54|24|78|Douglas
655|08-39|367|244|611|Douglas
656|08-40|967|649|1616|Douglas
657|08-41|688|430|1118|Douglas
658|08-42|954|527|1481|Douglas
659|08-43|1055|491|1546|Douglas
660|08-44|493|265|758|Douglas
661|08-45|874|494|1368|Douglas
662|08-46|820|439|1259|Douglas
663|08-47|861|453|1314|Douglas
664|08-48|737|477|1214|Douglas
665|08-49|1189|622|1811|Douglas
666|08-50|503|316|819|Douglas
667|08-51|975|519|1494|Douglas
668|08-52|551|274|825|Douglas
669|08-53|497|276|773|Douglas
670|08-55|1126|700|1826|Douglas
671|08-56|779|387|1166|Douglas
672|08-57|892|520|1412|Douglas
673|08-58|676|373|1049|Douglas
674|08-59|1023|521|1544|Douglas
675|08-60|735|316|1051|Douglas
676|08-61|883|549|1432|Douglas
677|Benkelman I & Ough|173|165|338|Dundy
678|Benkelman II|149|143|292|Dundy
679|Benkelman III|74|67|141|Dundy
680|Haigler|62|55|117|Dundy
681|Exeter Township|164|146|310|Fillmore
682|Fairmont Township|138|112|250|Fillmore
683|West Blue/Grafton/Bennett|118|80|198|Fillmore
684|South Geneva & Geneva Township|259|174|433|Fillmore
685|North Geneva|193|203|396|Fillmore
686|Madison Township|164|117|281|Fillmore
687|Liberty/Glengary/Franklin|167|143|310|Fillmore
688|Chelsea/Stanton/Belle Prairie|90|87|177|Fillmore
689|Momence/Bryant/Hamilton|155|147|302|Fillmore
690|Hildreth|197|199|396|Franklin
691|Campbell|161|127|288|Franklin
692|West Franklin|278|225|503|Franklin
693|East Franklin|160|136|296|Franklin
694|Eustis|180|148|328|Frontier
695|Stockville|113|129|242|Frontier
696|Curtis|233|171|404|Frontier
697|Maywood|109|79|188|Frontier
698|Garden Prairie|40|55|95|Frontier
699|Arapahoe|347|267|614|Furnas
700|Beaver City|198|164|362|Furnas
701|Cambridge|347|265|612|Furnas
702|Edison|57|42|99|Furnas
703|Hendley|46|47|93|Furnas
704|Holbrook|84|78|162|Furnas
705|Oxford|166|147|313|Furnas
706|Wilsonville|48|38|86|Furnas
707|Adams Area|589|439|1028|Gage
708|Odell Area|247|226|473|Gage
709|Filley/Virginia Area|316|240|556|Gage
710|NW Quad Area|649|501|1150|Gage
711|Homestead Area|374|331|705|Gage
712|Wymore Area|528|381|909|Gage
713|Beatrice Ward 1|743|546|1289|Gage
714|Beatrice Ward 2|806|518|1324|Gage
715|Beatrice Ward 3|590|377|967|Gage
716|Beatrice Ward 4|777|611|1388|Gage
717|Lisco|56|38|94|Garden
718|Oshkosh 1|150|139|289|Garden
719|Lost Creek|209|194|403|Garden
720|Blue Creek|160|115|275|Garden
721|(Countywide) Nebraska PPD|0|0|0|Garden
722|Ward I City of Burwell|154|112|266|Garfield
723|Ward II City of Burwell|129|97|226|Garfield
724|Rural Garfield County|187|188|375|Garfield
725|1|181|177|358|Gosper
726|2|206|157|363|Gosper
727|3|103|98|201|Gosper
728|4|43|25|68|Gosper
729|Grant County|165|166|331|Grant
730|Scotia|107|107|214|Greeley
731|Spalding|176|152|328|Greeley
732|Wolbach|96|65|161|Greeley
733|Greeley|176|118|294|Greeley
734|(Countywide) Loup Valleys Rural PPD|0|0|0|Greeley
735|One|475|391|866|Hall
736|Two|228|163|391|Hall
737|Three|491|362|853|Hall
738|Four|414|365|779|Hall
739|Five|510|503|1013|Hall
740|Six|490|489|979|Hall
741|Seven|489|410|899|Hall
742|Eight|586|465|1051|Hall
743|Nine|598|562|1160|Hall
744|Ten|569|445|1014|Hall
745|Eleven|479|455|934|Hall
746|Twelve|388|288|676|Hall
747|Thirteen|694|735|1429|Hall
748|Fourteen|762|804|1566|Hall
749|Fifteen|733|736|1469|Hall
750|Sixteen|556|528|1084|Hall
751|Seventeen|383|365|748|Hall
752|Eighteen|494|422|916|Hall
753|Nineteen|248|320|568|Hall
754|Twenty|0|0|0|Hall
755|Twenty-one|314|312|626|Hall
756|Twenty-two|523|482|1005|Hall
757|Twenty-three|212|203|415|Hall
758|Twenty-four|482|515|997|Hall
759|Twenty-five|0|0|0|Hall
760|Twenty-six|0|0|0|Hall
761|Precinct 1|74|111|185|Hamilton
762|Precinct 2|219|203|422|Hamilton
763|Precinct 3|220|225|445|Hamilton
764|Precinct 4|72|88|160|Hamilton
765|Precinct 5|256|239|495|Hamilton
766|Precinct 6|97|142|239|Hamilton
767|Precinct 7|201|164|365|Hamilton
768|Precinct 8|151|150|301|Hamilton
769|Ward 1|488|387|875|Hamilton
770|Ward 2|381|253|634|Hamilton
771|Ward 3|416|261|677|Hamilton
772|Republican City|105|108|213|Harlan
773|Huntley-Ragan|93|114|207|Harlan
774|East Alma|97|114|211|Harlan
775|Central Alma|126|112|238|Harlan
776|West Alma|116|104|220|Harlan
777|Orleans|144|136|280|Harlan
778|Stamford|64|91|155|Harlan
779|Oxford|115|90|205|Harlan
780|Precinct 1|75|75|150|Hayes
781|Precinct 2|78|88|166|Hayes
782|Precinct 3|72|89|161|Hayes
783|Culbertson|286|224|510|Hitchcock
784|Palisade|93|65|158|Hitchcock
785|Stratton|131|148|279|Hitchcock
786|Trenton|197|154|351|Hitchcock
787|01 Antelope, Iowa & Verdigris|101|88|189|Holt
788|02 Atkinson & Surrounding Twps|264|294|558|Holt
789|03 Chambers & Surrounding Twps|206|188|394|Holt
790|04 Emmet & Northeast Twps|91|129|220|Holt
791|05 Ewing, Golden & Deloit|177|132|309|Holt
792|06 Inman Twp|84|66|150|Holt
793|07 Stuart & Cleveland Twps|236|191|427|Holt
794|08 Grattan & Shields Twps|264|209|473|Holt
795|09 Atkinson Ward I|312|279|591|Holt
796|10 O'Neill Ward I|256|222|478|Holt
797|11 O'Neill Ward II|262|211|473|Holt
798|12 O'Neill Ward III|131|133|264|Holt
799|13 O'Neill Ward IV|159|105|264|Holt
800|Precinct 1|184|178|362|Hooker
801|St. Paul Ward I|340|277|617|Howard
