Id|Precinct|For|Against|Totals|TabName
440|01-02|1040|133|1173|Douglas
441|01-03|763|132|895|Douglas
442|01-04|869|170|1039|Douglas
443|01-05|931|138|1069|Douglas
444|01-07|1170|135|1305|Douglas
445|01-08|1134|114|1248|Douglas
446|01-09|800|106|906|Douglas
447|01-10|488|78|566|Douglas
448|01-11|883|127|1010|Douglas
449|01-12|94|26|120|Douglas
450|01-13|1247|162|1409|Douglas
451|01-14|1464|143|1607|Douglas
452|01-15|1336|152|1488|Douglas
453|01-16|770|120|890|Douglas
454|01-17|1054|114|1168|Douglas
455|01-18|1480|127|1607|Douglas
456|01-19|1092|152|1244|Douglas
457|01-20|910|123|1033|Douglas
458|01-21|1030|141|1171|Douglas
459|01-22|894|130|1024|Douglas
460|01-23|883|116|999|Douglas
461|01-24|879|107|986|Douglas
462|01-25|742|102|844|Douglas
463|01-26|859|75|934|Douglas
307|BCN|313|86|399|Cuming
308|BL|332|93|425|Cuming
309|SSGC|422|127|549|Cuming
310|SW4|381|66|447|Cuming
311|WP2|426|99|525|Cuming
312|BGW|542|163|705|Cuming
313|WP1&3|565|184|749|Cuming
314|MASON CITY|158|53|211|Custer
315|ARNOLD|294|103|397|Custer
316|ANSLEY/M/W|288|115|403|Custer
317|BROKEN BOW NORTH|118|41|159|Custer
318|BROKEN BOW NORTH RURAL|181|44|225|Custer
319|BROKEN BOW SOUTH|448|124|572|Custer
320|BROKEN BOW SOUTHWEST|189|55|244|Custer
321|BERWYN|85|37|122|Custer
322|CUSTER|40|13|53|Custer
323|EAST CUSTER|15|9|24|Custer
324|MERNA COMMUNITY BLDG|265|88|353|Custer
325|COMSTOCK/DG/SC|78|48|126|Custer
326|DELIGHT|261|98|359|Custer
327|ELIM|44|20|64|Custer
328|TRIUMPH|49|22|71|Custer
329|GAR/LIL/MIL|111|33|144|Custer
330|GRANT|14|8|22|Custer
331|LOUP|48|24|72|Custer
332|SARGENT RUR/C/WU|102|30|132|Custer
333|SARGENT VILLAGE|183|62|245|Custer
334|RYNO|38|15|53|Custer
335|ANSELMO|148|65|213|Custer
336|WOODRIVER|132|29|161|Custer
337|WAYNE|58|16|74|Custer
338|BROKEN BOW NORTHWEST|366|110|476|Custer
339|BROKEN BOW SOUTH RURAL|141|51|192|Custer
340|SARGENT VILLAGE|0|0|0|Custer
341|RYNO|0|0|0|Custer
342|ANSELMO|0|0|0|Custer
343|WOODRIVER|0|0|0|Custer
344|WAYNE|0|0|0|Custer
345|BB NORTHWEST|0|0|0|Custer
346|BB SOUTH RURAL|0|0|0|Custer
347|01 - SSC Ward 1|320|90|410|Dakota
348|02 - SSC Ward 2|512|189|701|Dakota
349|03 - SSC Ward 3|497|162|659|Dakota
350|04 - SSC Ward 4A|324|94|418|Dakota
351|05 - SSC Ward 4AA|291|50|341|Dakota
352|06 - SSC Ward 4B|511|130|641|Dakota
353|07 - Covington Island|610|132|742|Dakota
354|08 - Dakota City|475|125|600|Dakota
355|09 - Dakota Rural|185|45|230|Dakota
356|10 - Emerson|144|54|198|Dakota
357|11 - Hubbard|192|42|234|Dakota
358|12 - Omadi|355|95|450|Dakota
359|13 - St. Johns|324|72|396|Dakota
360|Precinct 1|165|49|214|Dawes
361|Precinct 2|446|135|581|Dawes
362|Precinct 3|391|86|477|Dawes
363|Precinct 4|324|71|395|Dawes
364|Precinct 5|276|55|331|Dawes
365|Precinct 6|299|92|391|Dawes
366|Precinct 7|149|71|220|Dawes
367|Precinct 8|300|82|382|Dawes
368|Precinct 9|106|30|136|Dawes
369|Precinct 10|311|93|404|Dawes
370|Precinct 11|194|68|262|Dawes
371|Coyote|183|34|217|Dawson
372|Cozad East|612|155|767|Dawson
373|Cozad West|568|165|733|Dawson
374|Fairview|102|30|132|Dawson
375|Farnam|98|24|122|Dawson
376|German|113|38|151|Dawson
377|Gillan|199|53|252|Dawson
378|Gothenburg East|656|176|832|Dawson
379|Gothenburg West|634|168|802|Dawson
380|Grant|204|41|245|Dawson
381|Kennebec|56|17|73|Dawson
382|Lexington 1st|284|113|397|Dawson
383|Lexington 2nd|522|139|661|Dawson
384|Lexington 3rd|560|200|760|Dawson
385|Lexington 4th|176|53|229|Dawson
386|Lexington 5th|381|140|521|Dawson
387|Overton|412|108|520|Dawson
388|Platte|275|63|338|Dawson
389|Ringgold|159|43|202|Dawson
390|Woodriver|171|52|223|Dawson
391|Chappell|202|94|296|Deuel
392|Swan|200|79|279|Deuel
393|Big Springs|236|91|327|Deuel
394|Logan-Wakefield 3|162|49|211|Dixon
395|Concord-Dixon-Clark|217|73|290|Dixon
396|Daily-Hooker-Newcastle|296|106|402|Dixon
397|Wakefield 1|163|50|213|Dixon
398|Wakefield 2|107|29|136|Dixon
399|Springbank|230|76|306|Dixon
400|Galena-Silvercreek|173|50|223|Dixon
401|Emerson|173|35|208|Dixon
402|Ottercreek|90|29|119|Dixon
403|Ponca Township|204|46|250|Dixon
404|Ponca 1|180|41|221|Dixon
405|Ponca 2|188|46|234|Dixon
406|Fremont 1A|550|150|700|Dodge
407|Fremont 1B|462|122|584|Dodge
408|Fremont 1C|630|162|792|Dodge
409|Fremont 1D|348|102|450|Dodge
410|Fremont 1E|543|136|679|Dodge
411|Fremont 2A|327|90|417|Dodge
412|Fremont 2B|339|79|418|Dodge
413|Fremont 2C|647|164|811|Dodge
414|Fremont 2D|233|57|290|Dodge
415|Fremont 2E|403|109|512|Dodge
416|Fremont 3A|252|60|312|Dodge
417|Fremont 3B|165|32|197|Dodge
418|Fremont 3C|254|85|339|Dodge
419|Fremont 3D|387|112|499|Dodge
420|Fremont 3E|427|111|538|Dodge
421|Fremont 4A|450|130|580|Dodge
422|Fremont 4B|342|70|412|Dodge
423|Fremont 4C|638|143|781|Dodge
424|Fremont 4D|711|140|851|Dodge
425|Fremont 4E|206|57|263|Dodge
426|City of North Bend|446|113|559|Dodge
427|City of Scribner|331|77|408|Dodge
428|Cuming/Everett Townships|182|41|223|Dodge
429|Webster Township|298|88|386|Dodge
430|Pebble Township|160|53|213|Dodge
431|Platte East|222|42|264|Dodge
432|Platte West|527|129|656|Dodge
464|01-27|870|120|990|Douglas
465|01-28|930|124|1054|Douglas
466|01-29|836|133|969|Douglas
467|01-30|943|153|1096|Douglas
468|01-31|1130|132|1262|Douglas
469|02-01|705|106|811|Douglas
470|02-02|758|115|873|Douglas
471|02-03|972|199|1171|Douglas
472|02-04|543|123|666|Douglas
473|02-05|469|119|588|Douglas
474|02-06|567|104|671|Douglas
475|02-07|564|125|689|Douglas
476|02-08|546|125|671|Douglas
477|02-09|569|157|726|Douglas
478|02-10|532|137|669|Douglas
479|02-11|768|149|917|Douglas
480|02-12|862|160|1022|Douglas
481|02-13|456|118|574|Douglas
482|02-14|893|148|1041|Douglas
483|02-15|846|142|988|Douglas
484|02-16|643|116|759|Douglas
485|02-17|726|154|880|Douglas
486|02-18|344|56|400|Douglas
487|02-19|562|118|680|Douglas
488|02-20|500|125|625|Douglas
489|02-21|530|126|656|Douglas
490|02-22|469|109|578|Douglas
491|02-23|598|95|693|Douglas
492|02-24|745|130|875|Douglas
493|02-25|956|164|1120|Douglas
494|03-02|1039|115|1154|Douglas
495|03-03|1124|99|1223|Douglas
496|03-04|537|47|584|Douglas
497|03-05|938|95|1033|Douglas
498|03-06|865|130|995|Douglas
499|03-07|1270|121|1391|Douglas
500|03-08|991|102|1093|Douglas
501|03-09|1239|123|1362|Douglas
502|03-10|603|69|672|Douglas
503|03-11|444|92|536|Douglas
504|03-12|869|89|958|Douglas
505|03-13|876|132|1008|Douglas
506|03-14|1081|135|1216|Douglas
507|03-15|1170|121|1291|Douglas
508|03-16|909|86|995|Douglas
509|03-17|957|134|1091|Douglas
510|03-18|917|101|1018|Douglas
511|03-19|1078|116|1194|Douglas
512|03-20|1307|122|1429|Douglas
513|03-21|1056|109|1165|Douglas
514|03-22|487|132|619|Douglas
515|03-23|1037|114|1151|Douglas
516|03-24|864|95|959|Douglas
517|03-25|939|114|1053|Douglas
518|03-26|962|142|1104|Douglas
519|04-01|349|108|457|Douglas
520|04-02|715|143|858|Douglas
521|04-03|619|148|767|Douglas
522|04-04|859|165|1024|Douglas
523|04-05|1137|180|1317|Douglas
524|04-06|838|161|999|Douglas
525|04-07|678|143|821|Douglas
526|04-08|886|158|1044|Douglas
527|04-09|427|129|556|Douglas
528|04-10|622|206|828|Douglas
529|04-11|825|176|1001|Douglas
530|04-12|870|168|1038|Douglas
531|04-13|770|136|906|Douglas
532|04-14|378|115|493|Douglas
533|04-15|723|195|918|Douglas
534|04-16|830|138|968|Douglas
535|04-17|557|123|680|Douglas
536|04-18|465|161|626|Douglas
537|04-19|838|126|964|Douglas
538|04-20|794|105|899|Douglas
539|04-21|1040|161|1201|Douglas
540|05-01|1081|178|1259|Douglas
541|05-02|1172|144|1316|Douglas
542|05-03|1182|177|1359|Douglas
543|05-05|803|156|959|Douglas
544|05-06|731|136|867|Douglas
545|05-07|1401|206|1607|Douglas
546|05-09|1072|153|1225|Douglas
547|05-10|1014|145|1159|Douglas
548|05-11|1146|182|1328|Douglas
549|05-12|1061|185|1246|Douglas
550|05-13|1376|209|1585|Douglas
551|05-14|1167|159|1326|Douglas
552|05-15|1108|145|1253|Douglas
553|05-16|1028|148|1176|Douglas
554|05-17|1172|192|1364|Douglas
555|05-18|1194|143|1337|Douglas
556|05-19|899|126|1025|Douglas
557|05-23|1065|137|1202|Douglas
558|05-24|982|175|1157|Douglas
559|05-25|1192|186|1378|Douglas
560|05-26|692|99|791|Douglas
561|05-27|819|127|946|Douglas
562|05-28|900|156|1056|Douglas
563|05-30|1129|187|1316|Douglas
564|05-31|1106|188|1294|Douglas
565|05-32|689|108|797|Douglas
566|05-33|306|44|350|Douglas
567|05-34|429|75|504|Douglas
568|05-35|1341|183|1524|Douglas
569|05-36|1048|139|1187|Douglas
570|06-02|992|156|1148|Douglas
571|06-03|985|157|1142|Douglas
572|06-04|1012|156|1168|Douglas
573|06-07|1060|110|1170|Douglas
574|06-08|1143|172|1315|Douglas
575|06-09|1166|175|1341|Douglas
576|06-10|1193|182|1375|Douglas
577|06-11|1292|176|1468|Douglas
578|06-12|884|172|1056|Douglas
579|06-13|1400|216|1616|Douglas
580|06-14|1253|186|1439|Douglas
581|06-15|947|122|1069|Douglas
582|06-16|1140|193|1333|Douglas
583|06-17|918|110|1028|Douglas
584|06-18|318|42|360|Douglas
585|06-19|1141|181|1322|Douglas
586|06-20|1083|191|1274|Douglas
587|06-21|1130|190|1320|Douglas
588|06-22|1329|234|1563|Douglas
589|06-23|675|113|788|Douglas
590|06-24|1082|162|1244|Douglas
591|06-25|960|125|1085|Douglas
592|06-26|893|142|1035|Douglas
593|06-27|961|120|1081|Douglas
594|06-28|1111|178|1289|Douglas
595|06-29|855|156|1011|Douglas
596|06-30|586|83|669|Douglas
597|06-31|1065|185|1250|Douglas
598|06-32|1274|222|1496|Douglas
599|06-33|1244|212|1456|Douglas
600|06-34|1374|211|1585|Douglas
601|06-35|660|96|756|Douglas
602|06-36|788|105|893|Douglas
603|07-01|985|169|1154|Douglas
604|07-02|1149|193|1342|Douglas
605|07-03|1123|147|1270|Douglas
606|07-04|1136|167|1303|Douglas
607|07-05|1158|147|1305|Douglas
608|07-09|1080|164|1244|Douglas
609|07-10|1083|172|1255|Douglas
610|07-11|1105|159|1264|Douglas
611|07-12|1151|161|1312|Douglas
612|07-13|1170|196|1366|Douglas
613|07-14|1109|204|1313|Douglas
614|07-15|914|124|1038|Douglas
615|07-16|899|135|1034|Douglas
616|07-17|1000|166|1166|Douglas
617|07-18|1033|181|1214|Douglas
618|07-19|1160|164|1324|Douglas
619|07-20|1164|162|1326|Douglas
620|07-21|1259|150|1409|Douglas
621|07-24|997|153|1150|Douglas
622|07-25|1117|154|1271|Douglas
623|07-26|1074|188|1262|Douglas
624|07-27|1072|144|1216|Douglas
625|07-28|594|92|686|Douglas
626|07-29|978|147|1125|Douglas
627|07-30|985|133|1118|Douglas
628|07-31|940|129|1069|Douglas
629|07-32|1126|148|1274|Douglas
630|07-33|720|95|815|Douglas
631|07-34|961|138|1099|Douglas
632|07-35|1009|138|1147|Douglas
633|08-01|521|81|602|Douglas
634|08-02|388|43|431|Douglas
635|08-03|393|64|457|Douglas
636|08-04|544|79|623|Douglas
637|08-05|425|61|486|Douglas
638|08-06|348|63|411|Douglas
639|08-07|633|93|726|Douglas
640|08-08|355|51|406|Douglas
641|08-09|590|99|689|Douglas
642|08-10|125|17|142|Douglas
643|08-11|891|136|1027|Douglas
644|08-12|1386|203|1589|Douglas
645|08-13|1192|210|1402|Douglas
646|08-14|798|170|968|Douglas
647|08-15|1172|194|1366|Douglas
648|08-16|1230|205|1435|Douglas
649|08-17|1180|160|1340|Douglas
650|08-19|867|152|1019|Douglas
651|08-20|1201|190|1391|Douglas
652|08-23|775|136|911|Douglas
653|08-24|874|142|1016|Douglas
654|08-27|68|12|80|Douglas
655|08-39|530|98|628|Douglas
656|08-40|1356|283|1639|Douglas
657|08-41|971|164|1135|Douglas
658|08-42|1278|218|1496|Douglas
659|08-43|1348|239|1587|Douglas
660|08-44|693|84|777|Douglas
661|08-45|1176|204|1380|Douglas
662|08-46|1111|188|1299|Douglas
663|08-47|1155|180|1335|Douglas
664|08-48|1043|197|1240|Douglas
665|08-49|1570|289|1859|Douglas
666|08-50|718|127|845|Douglas
667|08-51|1346|192|1538|Douglas
668|08-52|751|89|840|Douglas
669|08-53|710|87|797|Douglas
670|08-55|1578|269|1847|Douglas
671|08-56|1023|178|1201|Douglas
672|08-57|1243|211|1454|Douglas
673|08-58|934|132|1066|Douglas
674|08-59|1357|210|1567|Douglas
675|08-60|887|193|1080|Douglas
676|08-61|1230|221|1451|Douglas
677|Benkelman I & Ough|235|107|342|Dundy
678|Benkelman II|207|83|290|Dundy
679|Benkelman III|95|43|138|Dundy
680|Haigler|77|39|116|Dundy
681|Exeter Township|249|82|331|Fillmore
682|Fairmont Township|213|55|268|Fillmore
683|West Blue/Grafton/Bennett|162|42|204|Fillmore
684|South Geneva & Geneva Township|357|99|456|Fillmore
685|North Geneva|326|91|417|Fillmore
686|Madison Township|240|58|298|Fillmore
687|Liberty/Glengary/Franklin|229|79|308|Fillmore
688|Chelsea/Stanton/Belle Prairie|139|46|185|Fillmore
689|Momence/Bryant/Hamilton|253|65|318|Fillmore
690|Hildreth|348|72|420|Franklin
691|Campbell|238|66|304|Franklin
692|West Franklin|391|132|523|Franklin
693|East Franklin|224|86|310|Franklin
694|Eustis|251|94|345|Frontier
695|Stockville|175|75|250|Frontier
696|Curtis|335|82|417|Frontier
697|Maywood|152|45|197|Frontier
698|Garden Prairie|79|22|101|Frontier
699|Arapahoe|471|143|614|Furnas
700|Beaver City|277|91|368|Furnas
701|Cambridge|504|135|639|Furnas
702|Edison|85|16|101|Furnas
703|Hendley|67|31|98|Furnas
704|Holbrook|110|54|164|Furnas
705|Oxford|253|77|330|Furnas
706|Wilsonville|73|15|88|Furnas
707|Adams Area|871|202|1073|Gage
708|Odell Area|376|105|481|Gage
709|Filley/Virginia Area|449|129|578|Gage
710|NW Quad Area|973|232|1205|Gage
711|Homestead Area|578|150|728|Gage
712|Wymore Area|733|197|930|Gage
713|Beatrice Ward 1|1083|246|1329|Gage
714|Beatrice Ward 2|1096|264|1360|Gage
715|Beatrice Ward 3|755|237|992|Gage
716|Beatrice Ward 4|1164|256|1420|Gage
717|Lisco|64|28|92|Garden
718|Oshkosh 1|207|76|283|Garden
719|Lost Creek|303|105|408|Garden
720|Blue Creek|208|59|267|Garden
721|(Countywide) Nebraska PPD|0|0|0|Garden
722|Ward I City of Burwell|222|64|286|Garfield
723|Ward II City of Burwell|180|64|244|Garfield
724|Rural Garfield County|276|111|387|Garfield
725|1|285|95|380|Gosper
726|2|326|61|387|Gosper
727|3|159|49|208|Gosper
728|4|63|9|72|Gosper
729|Grant County|255|87|342|Grant
730|Scotia|183|39|222|Greeley
731|Spalding|278|85|363|Greeley
732|Wolbach|137|33|170|Greeley
733|Greeley|263|56|319|Greeley
734|(Countywide) Loup Valleys Rural PPD|0|0|0|Greeley
735|One|711|189|900|Hall
736|Two|307|93|400|Hall
737|Three|731|161|892|Hall
738|Four|646|147|793|Hall
739|Five|885|172|1057|Hall
740|Six|823|182|1005|Hall
741|Seven|731|183|914|Hall
742|Eight|884|189|1073|Hall
743|Nine|980|212|1192|Hall
744|Ten|790|234|1024|Hall
745|Eleven|758|184|942|Hall
746|Twelve|545|164|709|Hall
747|Thirteen|1242|226|1468|Hall
748|Fourteen|1295|301|1596|Hall
749|Fifteen|1267|251|1518|Hall
750|Sixteen|889|219|1108|Hall
751|Seventeen|641|126|767|Hall
752|Eighteen|717|219|936|Hall
753|Nineteen|458|118|576|Hall
754|Twenty|0|0|0|Hall
755|Twenty-one|517|129|646|Hall
756|Twenty-two|844|191|1035|Hall
757|Twenty-three|344|80|424|Hall
758|Twenty-four|851|171|1022|Hall
759|Twenty-five|0|0|0|Hall
760|Twenty-six|0|0|0|Hall
761|Precinct 1|148|42|190|Hamilton
762|Precinct 2|357|84|441|Hamilton
763|Precinct 3|367|87|454|Hamilton
764|Precinct 4|133|36|169|Hamilton
765|Precinct 5|420|85|505|Hamilton
766|Precinct 6|186|53|239|Hamilton
767|Precinct 7|288|87|375|Hamilton
768|Precinct 8|247|62|309|Hamilton
769|Ward 1|689|203|892|Hamilton
770|Ward 2|537|119|656|Hamilton
771|Ward 3|581|117|698|Hamilton
772|Republican City|175|42|217|Harlan
773|Huntley-Ragan|182|34|216|Harlan
774|East Alma|156|58|214|Harlan
775|Central Alma|204|35|239|Harlan
776|West Alma|181|44|225|Harlan
777|Orleans|221|65|286|Harlan
778|Stamford|125|27|152|Harlan
779|Oxford|170|44|214|Harlan
780|Precinct 1|106|43|149|Hayes
781|Precinct 2|122|44|166|Hayes
782|Precinct 3|109|53|162|Hayes
783|Culbertson|410|105|515|Hitchcock
784|Palisade|118|40|158|Hitchcock
785|Stratton|200|88|288|Hitchcock
786|Trenton|279|84|363|Hitchcock
787|01 Antelope, Iowa & Verdigris|156|36|192|Holt
788|02 Atkinson & Surrounding Twps|423|145|568|Holt
789|03 Chambers & Surrounding Twps|315|110|425|Holt
790|04 Emmet & Northeast Twps|172|58|230|Holt
791|05 Ewing, Golden & Deloit|260|69|329|Holt
792|06 Inman Twp|124|32|156|Holt
793|07 Stuart & Cleveland Twps|353|106|459|Holt
794|08 Grattan & Shields Twps|380|111|491|Holt
795|09 Atkinson Ward I|464|141|605|Holt
796|10 O'Neill Ward I|381|112|493|Holt
